sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
1673,21,regular.with.aide,15,girl,yes,white,math,494
1673,21,regular.with.aide,15,girl,yes,white,reading,443
1674,4,regular,8,boy,no,white,math,459
1674,4,regular,8,boy,no,white,reading,413
1675,6,regular,1,boy,no,white,math,528
1675,6,regular,1,boy,no,white,reading,450
1676,73,regular,19,boy,no,white,math,528
1676,73,regular,19,boy,no,white,reading,580
1677,51,small.class,10,boy,no,white,math,547
1677,51,small.class,10,boy,no,white,reading,527
1678,50,small.class,6,girl,yes,white,math,513
1678,50,small.class,6,girl,yes,white,reading,425
1679,34,regular,17,boy,no,white,math,444
1679,34,regular,17,boy,no,white,reading,431
1680,57,small.class,8,boy,no,white,math,429
1680,57,small.class,8,boy,no,white,reading,403
1681,51,small.class,10,girl,no,white,math,434
1681,51,small.class,10,girl,no,white,reading,434
1682,49,small.class,8,boy,no,white,math,520
1682,49,small.class,8,boy,no,white,reading,453
1683,28,regular,9,girl,yes,black,math,484
1683,28,regular,9,girl,yes,black,reading,433
1684,37,regular.with.aide,11,girl,no,black,math,463
1684,37,regular.with.aide,11,girl,no,black,reading,418
1685,66,regular.with.aide,3,girl,no,white,math,434
1685,66,regular.with.aide,3,girl,no,white,reading,436
1686,31,regular.with.aide,11,girl,yes,black,math,513
1686,31,regular.with.aide,11,girl,yes,black,reading,451
1687,63,regular,10,boy,yes,white,math,473
1687,63,regular,10,boy,yes,white,reading,421
1688,22,regular.with.aide,16,girl,yes,black,math,459
1688,22,regular.with.aide,16,girl,yes,black,reading,424
1689,28,small.class,6,boy,yes,black,math,399
1689,28,small.class,6,boy,yes,black,reading,411
1690,9,small.class,14,boy,no,white,math,494
1690,9,small.class,14,boy,no,white,reading,468
1691,45,regular.with.aide,11,boy,yes,black,math,449
1691,45,regular.with.aide,11,boy,yes,black,reading,407
1692,25,regular,18,boy,yes,black,math,528
1692,25,regular,18,boy,yes,black,reading,437
1693,11,regular,11,girl,no,white,math,500
1693,11,regular,11,girl,no,white,reading,492
1694,27,regular,0,girl,no,black,math,459
1694,27,regular,0,girl,no,black,reading,433
1695,8,regular,13,girl,no,white,math,520
1695,8,regular,13,girl,no,white,reading,451
1696,3,regular.with.aide,9,girl,yes,white,math,459
1696,3,regular.with.aide,9,girl,yes,white,reading,413
1697,14,small.class,13,girl,yes,black,math,602
1697,14,small.class,13,girl,yes,black,reading,465
1698,37,regular.with.aide,0,girl,no,white,math,484
1698,37,regular.with.aide,0,girl,no,white,reading,495
1699,30,regular,10,girl,yes,black,math,500
1699,30,regular,10,girl,yes,black,reading,439
1700,36,regular.with.aide,14,boy,no,white,math,500
1700,36,regular.with.aide,14,boy,no,white,reading,451
1701,12,small.class,9,girl,yes,white,math,559
1701,12,small.class,9,girl,yes,white,reading,447
1702,44,regular,24,girl,yes,black,math,536
1702,44,regular,24,girl,yes,black,reading,431
1703,76,regular.with.aide,13,girl,no,white,math,559
1703,76,regular.with.aide,13,girl,no,white,reading,474
1704,27,regular,12,girl,yes,black,math,489
1704,27,regular,12,girl,yes,black,reading,465
1705,33,regular.with.aide,22,girl,yes,black,math,399
1705,33,regular.with.aide,22,girl,yes,black,reading,405
1706,7,regular,0,girl,no,white,math,547
1706,7,regular,0,girl,no,white,reading,458
1707,21,regular.with.aide,5,boy,yes,black,math,506
1707,21,regular.with.aide,5,boy,yes,black,reading,450
1708,56,regular,3,girl,no,white,math,412
1708,56,regular,3,girl,no,white,reading,405
1709,51,small.class,10,boy,no,white,math,520
1709,51,small.class,10,boy,no,white,reading,440
1710,19,small.class,6,girl,yes,black,math,576
1710,19,small.class,6,girl,yes,black,reading,463
1711,56,regular,3,boy,yes,white,math,399
1711,56,regular,3,boy,yes,white,reading,391
1712,67,regular,0,girl,yes,white,math,468
1712,67,regular,0,girl,yes,white,reading,402
1713,66,regular,8,boy,no,white,math,434
1713,66,regular,8,boy,no,white,reading,419
1714,68,regular,10,girl,no,white,math,576
1714,68,regular,10,girl,no,white,reading,605
1715,28,small.class,6,boy,yes,black,math,399
1715,28,small.class,6,boy,yes,black,reading,397
1716,62,regular.with.aide,4,girl,yes,white,math,489
1716,62,regular.with.aide,4,girl,yes,white,reading,451
1717,24,regular.with.aide,10,boy,no,black,math,500
1717,24,regular.with.aide,10,boy,no,black,reading,421
1718,51,small.class,10,girl,yes,white,math,500
1718,51,small.class,10,girl,yes,white,reading,456
1719,22,regular.with.aide,16,girl,yes,black,math,454
1719,22,regular.with.aide,16,girl,yes,black,reading,419
1720,2,regular,6,girl,yes,black,math,449
1720,2,regular,6,girl,yes,black,reading,408
1721,69,regular.with.aide,6,girl,no,white,math,559
1721,69,regular.with.aide,6,girl,no,white,reading,472
1722,12,regular.with.aide,12,boy,no,white,math,528
1722,12,regular.with.aide,12,boy,no,white,reading,418
1723,67,small.class,5,boy,yes,white,math,454
1723,67,small.class,5,boy,yes,white,reading,436
1724,11,regular.with.aide,13,boy,no,black,math,434
1724,11,regular.with.aide,13,boy,no,black,reading,430
1725,60,small.class,11,boy,yes,white,math,444
1725,60,small.class,11,boy,yes,white,reading,428
1726,46,regular,12,boy,no,white,math,484
1726,46,regular,12,boy,no,white,reading,421
1727,9,regular.with.aide,11,boy,no,white,math,423
1727,9,regular.with.aide,11,boy,no,white,reading,408
1728,9,regular,8,girl,no,white,math,473
1728,9,regular,8,girl,no,white,reading,503
1729,3,regular.with.aide,20,girl,no,white,math,520
1729,3,regular.with.aide,20,girl,no,white,reading,436
1730,9,regular,8,girl,no,white,math,489
1730,9,regular,8,girl,no,white,reading,460
1731,37,regular.with.aide,11,girl,no,white,math,536
1731,37,regular.with.aide,11,girl,no,white,reading,445
1732,35,regular,4,boy,yes,white,math,454
1732,35,regular,4,boy,yes,white,reading,416
1733,63,regular.with.aide,7,boy,no,white,math,463
1733,63,regular.with.aide,7,boy,no,white,reading,450
1734,5,small.class,8,boy,yes,white,math,439
1734,5,small.class,8,boy,yes,white,reading,382
1735,58,regular.with.aide,3,boy,no,white,math,506
1735,58,regular.with.aide,3,boy,no,white,reading,428
1736,60,regular.with.aide,5,girl,yes,white,math,418
1736,60,regular.with.aide,5,girl,yes,white,reading,398
1737,18,regular,10,boy,no,white,math,473
1737,18,regular,10,boy,no,white,reading,433
1738,18,regular.with.aide,11,girl,no,black,math,506
1738,18,regular.with.aide,11,girl,no,black,reading,431
1739,63,regular.with.aide,12,boy,no,white,math,494
1739,63,regular.with.aide,12,boy,no,white,reading,421
1740,31,regular,0,boy,yes,black,math,513
1740,31,regular,0,boy,yes,black,reading,455
1741,8,regular,12,girl,no,white,math,559
1741,8,regular,12,girl,no,white,reading,472
1742,35,regular.with.aide,12,boy,yes,white,math,473
1742,35,regular.with.aide,12,boy,yes,white,reading,410
1743,16,small.class,2,boy,yes,black,math,478
1743,16,small.class,2,boy,yes,black,reading,433
1744,2,regular,6,boy,yes,black,math,459
1744,2,regular,6,boy,yes,black,reading,407
1745,66,small.class,10,boy,no,white,math,459
1745,66,small.class,10,boy,no,white,reading,427
1746,58,regular.with.aide,3,boy,no,white,math,536
1746,58,regular.with.aide,3,boy,no,white,reading,433
1747,33,regular,6,girl,yes,black,math,423
1747,33,regular,6,girl,yes,black,reading,390
1748,25,regular.with.aide,2,girl,yes,black,math,473
1748,25,regular.with.aide,2,girl,yes,black,reading,424
1749,43,regular,3,girl,no,white,math,520
1749,43,regular,3,girl,no,white,reading,440
1750,30,regular,10,girl,yes,black,math,484
1750,30,regular,10,girl,yes,black,reading,384
1751,18,regular.with.aide,11,boy,yes,black,math,392
1751,18,regular.with.aide,11,boy,yes,black,reading,388
1752,44,regular.with.aide,0,girl,yes,black,math,439
1752,44,regular.with.aide,0,girl,yes,black,reading,408
1753,23,small.class,11,boy,no,black,math,489
1753,23,small.class,11,boy,no,black,reading,453
1754,10,small.class,12,boy,no,white,math,559
1754,10,small.class,12,boy,no,white,reading,450
1755,65,regular,12,girl,no,white,math,528
1755,65,regular,12,girl,no,white,reading,451
1756,52,small.class,14,girl,no,white,math,547
1756,52,small.class,14,girl,no,white,reading,503
1757,3,small.class,10,girl,yes,white,math,418
1757,3,small.class,10,girl,yes,white,reading,400
1758,33,small.class,1,girl,yes,black,math,434
1758,33,small.class,1,girl,yes,black,reading,408
1759,15,small.class,12,girl,yes,black,math,434
1759,15,small.class,12,girl,yes,black,reading,408
1760,51,small.class,10,boy,no,white,math,528
1760,51,small.class,10,boy,no,white,reading,476
1761,12,regular.with.aide,12,boy,no,white,math,520
1761,12,regular.with.aide,12,boy,no,white,reading,458
1762,2,regular,6,boy,yes,white,math,429
1762,2,regular,6,boy,yes,white,reading,402
1763,1,regular,10,girl,no,white,math,449
1763,1,regular,10,girl,no,white,reading,424
1764,56,regular,3,boy,no,white,math,429
1764,56,regular,3,boy,no,white,reading,405
1765,43,regular.with.aide,17,girl,no,white,math,444
1765,43,regular.with.aide,17,girl,no,white,reading,398
1766,36,regular.with.aide,14,girl,no,white,math,459
1766,36,regular.with.aide,14,girl,no,white,reading,436
1767,21,regular.with.aide,5,girl,yes,black,math,489
1767,21,regular.with.aide,5,girl,yes,black,reading,428
1768,18,small.class,10,boy,yes,black,math,444
1768,18,small.class,10,boy,yes,black,reading,424
1769,19,regular.with.aide,0,girl,yes,black,math,459
1769,19,regular.with.aide,0,girl,yes,black,reading,507
1770,30,regular.with.aide,24,girl,yes,black,math,602
1770,30,regular.with.aide,24,girl,yes,black,reading,500
1771,38,regular.with.aide,8,girl,yes,white,math,454
1771,38,regular.with.aide,8,girl,yes,white,reading,439
1772,34,small.class,12,girl,no,white,math,459
1772,34,small.class,12,girl,no,white,reading,390
1773,17,regular,0,girl,no,white,math,494
1773,17,regular,0,girl,no,white,reading,440
1774,33,regular,6,boy,yes,black,math,429
1774,33,regular,6,boy,yes,black,reading,391
1775,57,regular,2,boy,no,white,math,429
1775,57,regular,2,boy,no,white,reading,407
1776,45,regular,12,boy,yes,black,math,429
1776,45,regular,12,boy,yes,black,reading,400
1777,79,small.class,5,boy,no,white,math,500
1777,79,small.class,5,boy,no,white,reading,403
1778,8,regular,13,boy,yes,white,math,449
1778,8,regular,13,boy,yes,white,reading,431
1779,72,regular.with.aide,10,girl,no,white,math,528
1779,72,regular.with.aide,10,girl,no,white,reading,490
1780,49,regular,11,boy,no,white,math,559
1780,49,regular,11,boy,no,white,reading,465
1781,50,regular.with.aide,12,girl,yes,white,math,468
1781,50,regular.with.aide,12,girl,yes,white,reading,433
1782,75,regular.with.aide,11,boy,no,white,math,494
1782,75,regular.with.aide,11,boy,no,white,reading,402
1783,63,small.class,7,girl,no,white,math,559
1783,63,small.class,7,girl,no,white,reading,470
1784,1,regular,10,boy,yes,black,math,473
1784,1,regular,10,boy,yes,black,reading,430
1785,52,regular,12,boy,no,white,math,468
1785,52,regular,12,boy,no,white,reading,455
1786,19,regular.with.aide,0,boy,yes,black,math,489
1786,19,regular.with.aide,0,boy,yes,black,reading,439
1787,75,regular,11,girl,no,white,math,559
1787,75,regular,11,girl,no,white,reading,532
1788,73,regular.with.aide,14,girl,no,white,math,478
1788,73,regular.with.aide,14,girl,no,white,reading,463
1789,8,regular,13,boy,no,white,math,494
1789,8,regular,13,boy,no,white,reading,458
1790,71,regular.with.aide,2,boy,no,white,math,484
1790,71,regular.with.aide,2,boy,no,white,reading,451
1791,40,small.class,27,boy,yes,white,math,489
1791,40,small.class,27,boy,yes,white,reading,436
1792,7,small.class,4,boy,no,white,math,559
1792,7,small.class,4,boy,no,white,reading,448
1793,52,regular,12,girl,yes,white,math,547
1793,52,regular,12,girl,yes,white,reading,447
1794,71,small.class,20,boy,yes,white,math,468
1794,71,small.class,20,boy,yes,white,reading,418
1795,51,regular.with.aide,12,boy,no,white,math,489
1795,51,regular.with.aide,12,boy,no,white,reading,455
1796,9,regular,5,boy,no,white,math,494
1796,9,regular,5,boy,no,white,reading,448
1797,25,regular.with.aide,2,boy,no,black,math,454
1797,25,regular.with.aide,2,boy,no,black,reading,407
1798,45,regular.with.aide,11,boy,no,black,math,418
1798,45,regular.with.aide,11,boy,no,black,reading,419
1799,72,regular,12,girl,no,white,math,520
1799,72,regular,12,girl,no,white,reading,434
1800,27,regular,6,boy,yes,black,math,559
1800,27,regular,6,boy,yes,black,reading,430
1801,43,small.class,0,boy,no,white,math,547
1801,43,small.class,0,boy,no,white,reading,487
1802,8,regular.with.aide,12,boy,no,white,math,520
1802,8,regular.with.aide,12,boy,no,white,reading,436
1803,57,small.class,1,boy,no,white,math,559
1803,57,small.class,1,boy,no,white,reading,463
1804,59,regular.with.aide,8,boy,no,white,math,602
1804,59,regular.with.aide,8,boy,no,white,reading,490
1805,80,regular,4,boy,no,white,math,429
1805,80,regular,4,boy,no,white,reading,390
1806,2,small.class,12,boy,yes,black,math,412
1806,2,small.class,12,boy,yes,black,reading,398
1807,39,regular,4,girl,no,white,math,468
1807,39,regular,4,girl,no,white,reading,436
1808,7,regular,15,boy,yes,white,math,547
1808,7,regular,15,boy,yes,white,reading,495
1809,63,regular,10,boy,no,white,math,500
1809,63,regular,10,boy,no,white,reading,461
1810,75,regular,13,girl,no,white,math,489
1810,75,regular,13,girl,no,white,reading,443
1811,73,regular,19,girl,no,white,math,520
1811,73,regular,19,girl,no,white,reading,463
1812,67,regular.with.aide,13,boy,no,white,math,576
1812,67,regular.with.aide,13,boy,no,white,reading,463
1813,23,regular.with.aide,21,boy,no,white,math,513
1813,23,regular.with.aide,21,boy,no,white,reading,422
1814,37,regular.with.aide,0,boy,no,white,math,463
1814,37,regular.with.aide,0,boy,no,white,reading,434
1815,75,small.class,3,boy,no,white,math,602
1815,75,small.class,3,boy,no,white,reading,461
1816,46,regular.with.aide,0,girl,no,white,math,489
1816,46,regular.with.aide,0,girl,no,white,reading,458
1817,44,small.class,3,boy,no,black,math,559
1817,44,small.class,3,boy,no,black,reading,500
1818,17,regular,0,boy,no,white,math,547
1818,17,regular,0,boy,no,white,reading,445
1819,3,regular.with.aide,20,boy,no,white,math,494
1819,3,regular.with.aide,20,boy,no,white,reading,463
1820,63,regular,6,boy,yes,white,math,463
1820,63,regular,6,boy,yes,white,reading,436
1821,63,small.class,7,girl,yes,white,math,536
1821,63,small.class,7,girl,yes,white,reading,470
1822,72,regular,12,girl,no,white,math,454
1822,72,regular,12,girl,no,white,reading,430
1823,38,regular.with.aide,8,boy,yes,white,math,423
1823,38,regular.with.aide,8,boy,yes,white,reading,443
1824,48,small.class,21,girl,no,white,math,576
1824,48,small.class,21,girl,no,white,reading,455
1825,66,small.class,10,boy,no,white,math,412
1825,66,small.class,10,boy,no,white,reading,407
1826,56,small.class,3,girl,yes,white,math,434
1826,56,small.class,3,girl,yes,white,reading,411
1827,66,regular,8,boy,no,white,math,459
1827,66,regular,8,boy,no,white,reading,422
1828,27,regular,0,boy,yes,black,math,429
1828,27,regular,0,boy,yes,black,reading,410
1829,73,regular.with.aide,14,boy,no,white,math,494
1829,73,regular.with.aide,14,boy,no,white,reading,451
1830,70,small.class,15,girl,yes,white,math,459
1830,70,small.class,15,girl,yes,white,reading,422
1831,75,small.class,3,boy,no,white,math,576
1831,75,small.class,3,boy,no,white,reading,627
1832,6,regular.with.aide,11,boy,yes,white,math,459
1832,6,regular.with.aide,11,boy,yes,white,reading,425
1833,22,regular.with.aide,7,boy,yes,black,math,468
1833,22,regular.with.aide,7,boy,yes,black,reading,405
1834,18,small.class,10,boy,yes,black,math,454
1834,18,small.class,10,boy,yes,black,reading,427
1835,56,regular.with.aide,7,boy,no,white,math,444
1835,56,regular.with.aide,7,boy,no,white,reading,437
1836,61,small.class,7,girl,yes,white,math,449
1836,61,small.class,7,girl,yes,white,reading,428
1837,41,small.class,8,boy,no,white,math,449
1837,41,small.class,8,boy,no,white,reading,433
1838,16,regular.with.aide,17,girl,yes,black,math,423
1838,16,regular.with.aide,17,girl,yes,black,reading,408
1839,53,regular.with.aide,9,girl,yes,white,math,500
1839,53,regular.with.aide,9,girl,yes,white,reading,419
1840,64,regular.with.aide,5,boy,yes,white,math,459
1840,64,regular.with.aide,5,boy,yes,white,reading,407
1841,73,small.class,2,boy,yes,white,math,449
1841,73,small.class,2,boy,yes,white,reading,411
1842,15,regular,11,boy,yes,black,math,459
1842,15,regular,11,boy,yes,black,reading,418
1843,9,regular.with.aide,11,boy,yes,white,math,484
1843,9,regular.with.aide,11,boy,yes,white,reading,455
1844,9,regular,8,girl,no,white,math,602
1844,9,regular,8,girl,no,white,reading,485
1845,64,regular,20,girl,no,white,math,489
1845,64,regular,20,girl,no,white,reading,472
1846,4,small.class,0,girl,no,white,math,454
1846,4,small.class,0,girl,no,white,reading,416
1847,6,regular.with.aide,11,boy,yes,white,math,418
1847,6,regular.with.aide,11,boy,yes,white,reading,405
1848,22,regular,24,boy,yes,black,math,439
1848,22,regular,24,boy,yes,black,reading,440
1849,65,regular.with.aide,9,boy,no,white,math,459
1849,65,regular.with.aide,9,boy,no,white,reading,427
1850,16,regular.with.aide,17,girl,yes,black,math,405
1850,16,regular.with.aide,17,girl,yes,black,reading,405
1851,76,regular,2,girl,no,white,math,513
1851,76,regular,2,girl,no,white,reading,445
1852,28,regular,7,girl,yes,black,math,513
1852,28,regular,7,girl,yes,black,reading,439
1853,9,regular.with.aide,14,girl,no,white,math,513
1853,9,regular.with.aide,14,girl,no,white,reading,474
1854,28,regular.with.aide,5,boy,yes,black,math,423
1854,28,regular.with.aide,5,boy,yes,black,reading,407
1855,1,regular.with.aide,9,girl,no,white,math,468
1855,1,regular.with.aide,9,girl,no,white,reading,421
1856,55,regular,13,boy,no,white,math,500
1856,55,regular,13,boy,no,white,reading,421
1857,6,regular,1,girl,yes,white,math,412
